owner,repo,commit_hash,commit_url,commit_message
line,armeria,79112f537eb851aa2aba3b534777a608f2c71e0d,https://github.com/line/armeria/commit/79112f537eb851aa2aba3b534777a608f2c71e0d,Fix race condition where `log.whenComplete` may not complete (#5986)  Motivation:  It has been reported that `log.whenComplete` is not completing in some cases in #5981. The cause seems to be a race condition between `DefaultRequestLog#endRequest` and `DefaultRequestLog#requestContent`. Completion of `log.whenComplete` is important because 1) it is semantically bound to an HTTP request 2) users (including us) have clean up logic using `log.whenComplete`.  I propose that simply `endRequest` only sets `name` if content is not deferred  and `requestContent` sets `name` if content is deferred. The logic is easier to reason about  and there are minimal performance implications since a lock is held anyways.  Modifications:  - `#endRequest` sets `name` if `requestContent` isn't deferred - `#requestContent` sets name if `requestContent` is deferred  Result:  - Closes #5981  <!-- Visit this URL to learn more about how to write a pull request description:  https://armeria.dev/community/developer-guide#how-to-write-pull-request-description -->
line,armeria,93088a30891ce0c1ce2503d51bc7e3f73158d30a,https://github.com/line/armeria/commit/93088a30891ce0c1ce2503d51bc7e3f73158d30a,Avoid redundant fromObject(value) calls in addObject methods (#5962)  Motivation:  In the addObject and addObjectAndNotify methods  the fromObject(value) function is being called redundantly. This results in unnecessary computations  which could affect performance and reduce code readability. By removing the redundant calls to fromObject(value)  we can improve the efficiency and clarity of the code.  Modifications:  - Modified the addObject method to pass the original value directly to the addObjectAndNotify method without calling fromObject(value). - Updated the addObjectAndNotify method to perform the fromObject(value) call once  ensuring it is not called multiple times for the same value.  Result:  - Improved code readability and maintainability. - Eliminated the redundant fromObject(value) calls  enhancing performance.  <!-- Visit this URL to learn more about how to write a pull request description:  https://armeria.dev/community/developer-guide#how-to-write-pull-request-description -->
line,armeria,c1d547518c8e14ddd5e723d02de7bb2a63f9c003,https://github.com/line/armeria/commit/c1d547518c8e14ddd5e723d02de7bb2a63f9c003,Fix a leak in `HttpEncodedResponse` (#5858)  Motivation:  An `HttpData` produced in `HttpEncodedResponse.beforeComplete()` is not collected by `CollectingSubscriberAndSubscription` but is leaked.  ```java Hint: {10B  pooled  <unknown>} com.linecorp.armeria.common.HttpData.wrap(HttpData.java:110) com.linecorp.armeria.server.encoding.HttpEncodedResponse.beforeComplete(HttpEncodedResponse.java:163) com.linecorp.armeria.common.stream.FilteredStreamMessage.lambda$collect$0(FilteredStreamMessage.java:201) java.base/java.util.concurrent.CompletableFuture.uniHandle(CompletableFuture.java:934) java.base/java.util.concurrent.CompletableFuture.uniHandleStage(CompletableFuture.java:950) java.base/java.util.concurrent.CompletableFuture.handle(CompletableFuture.java:2340) com.linecorp.armeria.common.stream.FilteredStreamMessage.collect(FilteredStreamMessage.java:142) ```  `CollectingSubscriberAndSubscription` was designed to only apply `filter()` to the `upstream.collect()`. I didn't consider that an object could be published via `onNext()` in `beforeComplete()`. The purpose of `CollectingSubscriberAndSubscription` was to provide an optimized code path for unary calls. it didn't seem the code provides a trivial performance improvement but the implementation was complex and error-prone.  I was able to fix the code not to leak the data but I didn't want to additional complexity to it. It might be cleaner to use the Reactive Streams API instead of keeping the custom `collect()` implementation. There will be no change in performance for normal message sizes.  Modifications:  - Remove the custom `collect()` implemtation in `FilteredStreamMessage`.  Result:  Fix a potential leak when sending compressed responses.
apache,ignite,10ea05c9885be94f73cd67981f7c791b8de6a0d7,https://github.com/apache/ignite/commit/10ea05c9885be94f73cd67981f7c791b8de6a0d7,IGNITE-24284 SQL Calcite: Fix flaky SqlDiagnosticIntegrationTest.testPerformanceStatistics - Fixes #12039.  Signed-off-by: Aleksey Plekhanov <plehanov.alex@gmail.com>
apache,ignite,6b67d839cdd54299d938b4317fa8c027925a5d44,https://github.com/apache/ignite/commit/6b67d839cdd54299d938b4317fa8c027925a5d44,IGNITE-24777 Fix reading performance statistics report due to miss-cached strings (#11949)  Thank you for submitting the pull request to the Apache Ignite.  In order to streamline the review of the contribution we ask you to ensure the following steps have been taken:  ### The Contribution Checklist - [ ] There is a single JIRA ticket related to the pull request. - [x] The web-link to the pull request is attached to the JIRA ticket. - [ ] The JIRA ticket has the _Patch Available_ state. - [x] The pull request body describes changes that have been made. The description explains _WHAT_ and _WHY_ was made instead of _HOW_. - [x] The pull request title is treated as the final commit message. The following pattern must be used: `IGNITE-XXXX Change summary` where `XXXX` - number of JIRA issue. - [ ] A reviewer has been mentioned through the JIRA comments (see [the Maintainers list](https://cwiki.apache.org/confluence/display/IGNITE/How+to+Contribute#HowtoContribute-ReviewProcessandMaintainers)) - [x] The pull request has been checked by the Teamcity Bot and the `green visa` attached to the JIRA ticket (see [TC.Bot: Check PR](https://mtcga.gridgain.com/prs.html))  ### Notes - [How to Contribute](https://cwiki.apache.org/confluence/display/IGNITE/How+to+Contribute) - [Coding abbreviation rules](https://cwiki.apache.org/confluence/display/IGNITE/Abbreviation+Rules) - [Coding Guidelines](https://cwiki.apache.org/confluence/display/IGNITE/Coding+Guidelines) - [Apache Ignite Teamcity Bot](https://cwiki.apache.org/confluence/display/IGNITE/Apache+Ignite+Teamcity+Bot)  If you need any help  please email dev@ignite.apache.org or ask anу advice on http://asf.slack.com _#ignite_ channel.
apache,ignite,86d85f9c191ee8a11f18504c17aabdbd186b83f3,https://github.com/apache/ignite/commit/86d85f9c191ee8a11f18504c17aabdbd186b83f3,IGNITE-23901 Added performance statistics for putAllConflict  removeAllConflict operations (#11793)
apache,ignite,fab69a781090291d7b08a02f29356959171a6a8e,https://github.com/apache/ignite/commit/fab69a781090291d7b08a02f29356959171a6a8e,IGNITE-24385 Fixed performance drop introduced by SQL plan history system view - Fixes #11848.  Signed-off-by: Aleksey Plekhanov <plehanov.alex@gmail.com>
apache,ignite,8ee63d7fc2c6a4965c992a27c5660972bd9921e0,https://github.com/apache/ignite/commit/8ee63d7fc2c6a4965c992a27c5660972bd9921e0,IGNITE-24168 Fixed performance drop caused by IGNITE-22375 (#11797)
apache,calcite,2d6e9a7dda70313bbfcf0e39f4cffc1404f1f521,https://github.com/apache/calcite/commit/2d6e9a7dda70313bbfcf0e39f4cffc1404f1f521,[CALCITE-6471] Improve performance of SqlToRelConverter by preventing unconditional conversion of sqlNodes to string for null-check messages
SPLWare,esProc,bd2221985d446368e25118b19ec7cb67b460f33a,https://github.com/SPLWare/esProc/commit/bd2221985d446368e25118b19ec7cb67b460f33a,Do performance optimization.
apache,maven,f2bc813529b112f19526b70b5063464bc98c7eb7,https://github.com/apache/maven/commit/f2bc813529b112f19526b70b5063464bc98c7eb7,[MNG-8575] Replace a list with O(N²) performance by O(N) at least during iteration. (#2092)  * Replace a list with O(N²) performance by O(N) at least during iteration. * Remove a comment which is not true anymore. * Replace `CopyOnWriteArrayList` by `LinkedHashSet` for avoiding to iterate over all previous values every time that a new value is added. * Short-circuit for `List.isEmpty()`: stop at the first element found  without iterating over all elements.
micrometer-metrics,micrometer,86bb7508199e7364a8b84819c785b54bb1daa652,https://github.com/micrometer-metrics/micrometer/commit/86bb7508199e7364a8b84819c785b54bb1daa652,Improve average performance of LongTaskTimer for out-of-order stopping (#5591)  * Improve average performance of LongTaskTimer for out-of-order stopping  * Polish DefaultLongTaskTimer and its tests  ---------  Co-authored-by: Jonatan Ivanov <jonatan.ivanov@gmail.com>
micrometer-metrics,micrometer,d77b7be4484cc31bd85475c3c9d7ca8d33e82ab2,https://github.com/micrometer-metrics/micrometer/commit/d77b7be4484cc31bd85475c3c9d7ca8d33e82ab2,Fix concurrency issue with Exponential Histogram (#5749)  Synchronize writes to exponential histogram. An alternative would be to use explicit locks  but this made the code more complex and did not yield significant performance improvements over using a synchronized method. Also adds a concurrency test that reproduced the reported issue and verifies this fixes it.  Fixes gh-5740
micrometer-metrics,micrometer,3625a9eae0a0275eded5237468be078e300c7936,https://github.com/micrometer-metrics/micrometer/commit/3625a9eae0a0275eded5237468be078e300c7936,Fix performance regression in MeterRegistry#remove (#5750)  Adds a reverse look-up for the pre-filter meter ID for use when removing a Meter. This avoids the need to iterate over the meters in the cache (preFilterIdMeterMap)  which scales linearly with the number of meters  and is problematic because it does this while holding the meterMap lock needed to add new meters. Also adds benchmarks for measuring the performance of the remove method with different numbers of meters registered.  Resolves gh-5466
micrometer-metrics,micrometer,3c252c25477c5d875d7e78d29f375bb9a8cfb3a6,https://github.com/micrometer-metrics/micrometer/commit/3c252c25477c5d875d7e78d29f375bb9a8cfb3a6,Add benchmarks for DefaultLTT start/stop (#5595)  * Add benchmarks for DefaultLTT start/stop  Start and stop are called on the critical path. We should have benchmarks for them to evaluate changes that may affect their performance.  * Stop a random sample instead of middle sample  We should get a better idea of average performance with a random sample rather than a sample in a fixed position in the active tasks collection.  * AverageTime BenchmarkMode instead of single-shot  Using the invocation-level setup method  we can use average-time rather than single shot.
micrometer-metrics,micrometer,1d498f6b6266a547862c8727060cf36122bb6257,https://github.com/micrometer-metrics/micrometer/commit/1d498f6b6266a547862c8727060cf36122bb6257,Apply performance improvement from Tags to KeyValues  See gh-4959.  Resolves gh-5140
micrometer-metrics,micrometer,1482cdf46babc40273d24ebf572b0b15aec7bfd2,https://github.com/micrometer-metrics/micrometer/commit/1482cdf46babc40273d24ebf572b0b15aec7bfd2,Tags merge optimization (#4959)  Improves the performance of merging two Tags instances by taking advantage of the fact that their internal representation of tags is always sorted and deduplicated. Therefore  they can be merged more efficiently than a collection of tags that may not be sorted and deduplicated. Added benchmark to measure Tags.and(Tags) operation.  See gh-5140
micrometer-metrics,micrometer,bb2ff45562a79f810bb1aafe24d3f55cb1df551a,https://github.com/micrometer-metrics/micrometer/commit/bb2ff45562a79f810bb1aafe24d3f55cb1df551a,Support for ExponentialHistogram in OTLP Registry (#3959)  Adds support for https://github.com/open-telemetry/opentelemetry-specification/blob/main/specification/metrics/data-model.md#exponentialhistogram. Math used for index calculation is re-used from the OTEL specification which lays down the formula/techniques to be considered for index calculation also keeping performance in mind.  Some new configuration options are added to `OtlpConfig` for controlling the behavior. A `histogramFlavor` method controls whether the existing explicit bucket histograms will be used or exponential histograms. The max scale and max bucket count of the exponential histograms can also be configured for the registry via the corresponding methods added to `OtlpConfig`.  Resolves gh-3861
nextcloud,android,efd437c5901f6a9069274d22cd623ed8e528ce11,https://github.com/nextcloud/android/commit/efd437c5901f6a9069274d22cd623ed8e528ce11,Merge pull request #14829 from nextcloud/performance  Fix Performance Warnings
nextcloud,android,59de186cdad59b5986db3e10ee0485cc39883418,https://github.com/nextcloud/android/commit/59de186cdad59b5986db3e10ee0485cc39883418,fix performance issues  Signed-off-by: Alex Knop <alexknoptech@protonmail.com>
nextcloud,android,385c424567966a7aa3f5a3b5cc8e24b9ff1fe438,https://github.com/nextcloud/android/commit/385c424567966a7aa3f5a3b5cc8e24b9ff1fe438,fix performance issues  Signed-off-by: Alex Knop <alexknoptech@protonmail.com>
nextcloud,android,7a7b31072e52b572254cf85790bc2147a2477e3e,https://github.com/nextcloud/android/commit/7a7b31072e52b572254cf85790bc2147a2477e3e,fix performance issues  Signed-off-by: Alex Knop <alexknoptech@protonmail.com>
nextcloud,android,a7433351e56d39e658ed4192c5ee60b037ab7f5d,https://github.com/nextcloud/android/commit/a7433351e56d39e658ed4192c5ee60b037ab7f5d,Merge pull request #13700 from Onkar755/improve-bitmaputils  Improve BitmapUtils: Bitmap Handling and Image Processing for Modern APIs and Performance Enhancements
nextcloud,android,ffc0528605019fafe1faced38d19144cd1c7899f,https://github.com/nextcloud/android/commit/ffc0528605019fafe1faced38d19144cd1c7899f,refactor(ui): coroutine based user status retrieval.  Replaced ancient async task with a coroutine based alternative. This comes with numerous advantages.  - Improved performance due to the nature of coroutines and the reduced overhead associated with AsyncTasks and threads. Approx a %50 performance increase was measured during testing. - Passing references to fragment lifecycle context to an AsyncTask is generally a bad idea.
xinnan-tech,xiaozhi-esp32-server,7c5f2d95a40fed2c0b2a5de7fb50678ffe80fc4d,https://github.com/xinnan-tech/xiaozhi-esp32-server/commit/7c5f2d95a40fed2c0b2a5de7fb50678ffe80fc4d,🎈 perf: 更新文档+优雅的退出 (#292)  * 🎈 perf: 更新文档+优雅的退出  * update:gsv代码可以使用gpt_sovits_v2适配器代码拓展，不需要单独。如果需要定义模型名称，可以在gpt_sovits_v2代码中添加扩展  ---------  Co-authored-by: hrz <1710360675@qq.com>
deepjavalibrary,djl,85d09ba667c021610edd3965965ffcbeff3af8e5,https://github.com/deepjavalibrary/djl/commit/85d09ba667c021610edd3965965ffcbeff3af8e5,[api] Adds FUSE based repository support (#3695)  * [api] Adds FUSE based repository support  1. No cloud SDK dependencies 2. No need to download the entire bucket 3. High performance  * Update api/src/test/java/ai/djl/repository/FuseRepositoryTest.java  Co-authored-by: Frank Liu <frankfliu2000@gmail.com>  ---------  Co-authored-by: Frank Liu <frankfliu2000@gmail.com>
deepjavalibrary,djl,41f75681aab8708c375e94f0a99ad7673a74f7ae,https://github.com/deepjavalibrary/djl/commit/41f75681aab8708c375e94f0a99ad7673a74f7ae,[api] Improve listModel performance (#3641)
deepjavalibrary,djl,f91a696fdbab2037e86aa1d91741dcd973c7ef62,https://github.com/deepjavalibrary/djl/commit/f91a696fdbab2037e86aa1d91741dcd973c7ef62,[api] Optimized text embedding post processing performance (#3459)
deepjavalibrary,djl,c895909f47595b4f544acd67fd18b963d9d4c872,https://github.com/deepjavalibrary/djl/commit/c895909f47595b4f544acd67fd18b963d9d4c872,[enhancement] Optimize memory copy overhead to enhance performance. (#3289)
pytorch,serve,c7bbf2cf74b2cf34870f2ddee959dbcee38725bb,https://github.com/pytorch/serve/commit/c7bbf2cf74b2cf34870f2ddee959dbcee38725bb,Torchserve support for Intel GPUs (#3132)  * Merge changes from intel-sandbox/serve  * ipex_gpu_enable - New config in config.properties  * Instructions for IPEX GPU support  * Final Commits 1  * Style: Refactor code formatting  * Readme Updated  * Code Refactoring  * Code Refactoring  * Final Commit  * self.device mapping to XPU  * Code Refactoring  * Mulitple GPU device engagement enabled  * Remove unused changes  * Revert "Remove unused changes"  This reverts commit 9188deb4911633a1d2a3f7f97e80ff7343fbc492.  * Add performance gain info for GPU  * Update README.md  * Add units to table  * Update metric reading configuration.  * Update system metrics script path.  * Update ConfigManager.java  * Reformat ConfigManager.java  * Fix spelling issues  * Fix lint changed file.  ---------  Co-authored-by: root <root@DUT4039DG2FRD.fm.intel.com> Co-authored-by: Kanya-Mo <167922169+Kanya-Mo@users.noreply.github.com> Co-authored-by: Mo  Kanya <kanya.mo@intel.com> Co-authored-by: Anup Renikunta <anup.renikunta@intel.com> Co-authored-by: Ankith Gunapal <agunapal@ischool.Berkeley.edu>
gsantner,markor,ccb2c6a69a8e4101ea0500e003ef969ad76f8c55,https://github.com/gsantner/markor/commit/ccb2c6a69a8e4101ea0500e003ef969ad76f8c55,Improve text rendering performance  closes #2478  closes #2515 (#2509)  * Invisible instead of gone  * Fixes  * tweaks  * Fixed states  * Tweak to wrap state  * Fixed scroll to cursor  * File search perf and all files  * Window options  * Fixes  using compat  * Reverted changes to file search  * Undo file loads  * Improving layout further  * Fix dialog title  * Switching to -1  pulling fixes  * Fixed issues with last line  * reformat code  ---------  Co-authored-by: Gregor Santner <gsantner@mailbox.org>
gsantner,markor,f19f8b2969cbebf26c7a046458d867ad75467fe2,https://github.com/gsantner/markor/commit/f19f8b2969cbebf26c7a046458d867ad75467fe2,Keyboard TAB key handling  syntax highlighting performance  filebrowser navigation (PR #2487 closes #2469 #2484)  * Keypress handler * Restored option  fixed duplicate calls to loadFolder on resume * Made some small changes for highlighting performance ---------  Co-authored-by: Gregor Santner <gsantner@mailbox.org>
crate,crate,5ce8a91e21cd41dc374b846daf4fe277d6f46204,https://github.com/crate/crate/commit/5ce8a91e21cd41dc374b846daf4fe277d6f46204,Always load singleton string primary key from binary dv  If a table has a single primary key of type STRING  Crate will now store it in a BinaryDocValues field. These are more efficient than SortedDocValues for sequential access  and should both improve the performance of joins on primary keys and allow the removal of the Crate DocValuesFormat fork  which will re-enable compression on lower-cardinality string columns and open up the possibility of using sparse indexes in future.  This change shows significant speedups when streaming large numbers of primary key values:  Q: select count(t1."sourceIP") from uservisits_large t1 inner join uservisits_small t2 on t1."sourceIP" = t2."sourceIP" C: 1 | Version |         Mean ±    Stdev |        Min |     Median |         Q3 |        Max | |   V1    |    25393.936 ±  339.451 |  24746.715 |  25338.120 |  25668.752 |  26095.559 | |   V2    |    11375.290 ±  378.957 |  10383.943 |  11328.199 |  11476.776 |  12147.357 | ├---------┴-------------------------┴------------┴------------┴------------┴------------┘ |               -  76.25%                           -  76.42% There is a 100.00% probability that the observed difference is not random  and the best estimate of that difference is 76.25% The test has statistical significance  Q: select count(t1."sourceIP") from uservisits_large t1 inner join uservisits_small t2 on t1."sourceIP" = t2."sourceIP" C: 5 | Version |         Mean ±    Stdev |        Min |     Median |         Q3 |        Max | |   V1    |    27992.866 ±  348.264 |  27397.459 |  27871.027 |  28083.560 |  28950.416 | |   V2    |    14367.342 ±  428.816 |  14025.410 |  14237.366 |  14344.758 |  15561.470 | ├---------┴-------------------------┴------------┴------------┴------------┴------------┘ |               -  64.33%                           -  64.76% There is a 100.00% probability that the observed difference is not random  and the best estimate of that difference is 64.33% The test has statistical significance
crate,crate,326971a6e9d61300977090e55d162305f291b85d,https://github.com/crate/crate/commit/326971a6e9d61300977090e55d162305f291b85d,Use bigger buffer size for OpenDAL's OperatorOutputStream  Helps to avoid BlockCountExceedsLimit and improves upload performance
crate,crate,2f9c95e884496199096a05f5e63a7f212635668e,https://github.com/crate/crate/commit/2f9c95e884496199096a05f5e63a7f212635668e,Avoid BooleanQuery at NotPredicate if not needed  This seems not to have a performance impact but at least improves readability of query string representation.
crate,crate,104ef15f984b477cfa9faf1463e0c24eac71febd,https://github.com/crate/crate/commit/104ef15f984b477cfa9faf1463e0c24eac71febd,Avoid double negation when negating a lucene query by `Queries.not`  Relates to queries which negates inner queries twice like e.g. `IS NOT DISTINCT` -> not(not(eqQuery). This seems not to have a performance impact but at least improves readability of query string representation.  Relates to a discussion at https://github.com/crate/crate/pull/16621
crate,crate,e78efc5c1922a26282a50f0c811fe34df5a1cfa6,https://github.com/crate/crate/commit/e78efc5c1922a26282a50f0c811fe34df5a1cfa6,Add lucene query generation for `IS DISTINCT` queries when possible  This should improve performance a lot when using `IS (NOT)? DISTINCT` inside the ``WHERE`` clause as it will utilize lucene indexes or docvalues.  Closes #16537.
crate,crate,6c63ebf5feee7ef8db1a6a3158e416d98053166d,https://github.com/crate/crate/commit/6c63ebf5feee7ef8db1a6a3158e416d98053166d,Fix array_length function for input arrays containing nulls  Introduce '_array_length_' field to index array columns' lengths for performance improvements  see the PR for details
camunda,camunda-bpm-platform,3151c40896c5447ed14c378b1d9ee3b2dd02d354,https://github.com/camunda/camunda-bpm-platform/commit/3151c40896c5447ed14c378b1d9ee3b2dd02d354,fix(mssql): replace or with union in external task to improve performance
bepass-org,oblivion,e686c693784ba10897d5ce69e7d00d2c31c27902,https://github.com/bepass-org/oblivion/commit/e686c693784ba10897d5ce69e7d00d2c31c27902,Ready to release V5 (#376)  Fixed Hot issue bugs related to Android API. Add enhanced logging logic. Add support IPV4/6 endpoint. Add support multi-endpoint. Improved performance. Add Turkish Language.
bepass-org,oblivion,9fd7a400129b845ce83a79b05d9b3e4b9f8c9d4b,https://github.com/bepass-org/oblivion/commit/9fd7a400129b845ce83a79b05d9b3e4b9f8c9d4b,Fixed battery issue  improved VpnService performance
201206030,novel-plus,415bf8a64c4d75b019381bacba7d22c3d340e7b0,https://github.com/201206030/novel-plus/commit/415bf8a64c4d75b019381bacba7d22c3d340e7b0,perf: 设置小说推荐缓存时间
201206030,novel-plus,d4fa0abc4e30b9ef8ccfd38065bff9a78a46412e,https://github.com/201206030/novel-plus/commit/d4fa0abc4e30b9ef8ccfd38065bff9a78a46412e,perf: 使用流式响应处理AI生成文本，提高用户体验
201206030,novel-plus,4b1507b2d1b17b1d40b60e9190a2a796dc0c2b34,https://github.com/201206030/novel-plus/commit/4b1507b2d1b17b1d40b60e9190a2a796dc0c2b34,perf: 连接池统一创建
201206030,novel-plus,82658f3b5f5ddac4a4fa4e5180823f4a34af38af,https://github.com/201206030/novel-plus/commit/82658f3b5f5ddac4a4fa4e5180823f4a34af38af,perf: 兼容其它数据源
201206030,novel-plus,acf9c76757c194b37498f5b3442985e41fc35cc3,https://github.com/201206030/novel-plus/commit/acf9c76757c194b37498f5b3442985e41fc35cc3,perf: 提前创建数据库连接池 Spring Boot 新版本默认会在第一次请求数据库时创建连接池
201206030,novel-plus,4b00ea68a9127086d9b57a5ed92316db7abb0e11,https://github.com/201206030/novel-plus/commit/4b00ea68a9127086d9b57a5ed92316db7abb0e11,perf: 提高第一次登录速度
201206030,novel-plus,85b64bbc10e3188d8fa0b28ea2ae9a7a49081fde,https://github.com/201206030/novel-plus/commit/85b64bbc10e3188d8fa0b28ea2ae9a7a49081fde,perf: 爬虫采集流程优化
201206030,novel-plus,6d0ab337579c10e90f8b61f50c578a33dc349427,https://github.com/201206030/novel-plus/commit/6d0ab337579c10e90f8b61f50c578a33dc349427,perf: 爬虫分类规则优化
alibaba,fastjson2,c12ef42a7e4eded00188ff16eed828c60b0c7acb,https://github.com/alibaba/fastjson2/commit/c12ef42a7e4eded00188ff16eed828c60b0c7acb,refactor(JSONWriterUTF8): Optimize string encoding methods  Refactored the string encoding logic by removing redundant variable assignments and modifying method visibility for better performance and maintainability.
alibaba,fastjson2,a632e14b37cf01fa78202b0dbbbcc4a886140620,https://github.com/alibaba/fastjson2/commit/a632e14b37cf01fa78202b0dbbbcc4a886140620,fix(JSONReader): Add reference detection disable flag  Add support for disabling reference detection via a new feature flag (MASK_DISABLE_REFERENCE_DETECT). This improves performance in cases where reference tracking is unnecessary.
alibaba,fastjson2,3016e80649b0788adeedde510427518279b1f411,https://github.com/alibaba/fastjson2/commit/3016e80649b0788adeedde510427518279b1f411,Improve some code  fix some bugs (#3320)  * Unified setting file encoding to UTF-8  * Fix issue#3283  * Aligning with new features of JDK8  * Simply some redundant code  * Improve Map handle performance  * Fix some potential bugs  * Improve some String processing performance  * Remove unnecessary protected modifier from final classes  because they are NOT inheritable  * Aligning with new features of JDK8  * Optimize FastJsonJsonView  * Fix conditional branch duplication  * Revert "Unified setting file encoding to UTF-8"  This reverts commit 66f1238da8371886a38473dbe8d5374e87e85381.
alibaba,fastjson2,0a0014b5fc7c8e7cfdd928dbf7cab6810e14097a,https://github.com/alibaba/fastjson2/commit/0a0014b5fc7c8e7cfdd928dbf7cab6810e14097a,Improve some code  fix some bugs (#3317)  * Unified setting file encoding to UTF-8  * Fix issue#3283  * Aligning with new features of JDK8  * Simply some redundant code  * Improve Map handle performance  * Fix some potential bugs  * Improve some String processing performance  * Remove unnecessary protected modifier from final classes  because they are NOT inheritable  * Aligning with new features of JDK8  * Optimize FastJsonJsonView  * Fix conditional branch duplication
geoserver,geoserver,8bdc0ff167782b6682a1336e6ca4e09c462b6502,https://github.com/geoserver/geoserver/commit/8bdc0ff167782b6682a1336e6ca4e09c462b6502,[GEOS-11786] Longitudinal profile process: general performance improvements
geoserver,geoserver,d8f10b65f10643149b5f8774ee27ff72504bf116,https://github.com/geoserver/geoserver/commit/d8f10b65f10643149b5f8774ee27ff72504bf116,[GEOS-11284] Promote community module "datadir catalog loader" to core  Promote the "datadir catalog loader" community module to the GeoServer core  improving startup performance for deployments with large data directories.  * Make the new loader log objects added to the catalog the same way DefaultGeoServerLoader does  and enhance GeoServerLoader's logging of timing with the count of objects added as the new loader does. * Add upgrade docs for optimized data directory loader Added a section to the upgrade guide explaining improvements to the configuration loading process. Included considerations for compatibility  along with configuration details on how to disable the new loader if needed. * Add more data directory loader tests and multi-instance improvements * Explicitly declares bean dependencies to ensure proper initialization order by making GeoServerLoaderProxy depend on essential components (extensions  dataDirectory  securityManager  configLock). * Guard sanitizing writes with GeoServerConfigurationLock (e.g. when adding default styles or estblishing the default workspace). This ensures consistency when multiple instances start off a shared data diretory such as in the case of GeoServer Cloud.
geoserver,geoserver,f1eb501c1b045925c7f3870ad32f7582ebb40be2,https://github.com/geoserver/geoserver/commit/f1eb501c1b045925c7f3870ad32f7582ebb40be2,[GEOS-11768] Reduce thread contention in Catalog operations  Improve performance by reducing thread contention in catalog operations.  Main improvements include: - Using fine-grained locking instead of broad synchronization blocks - Separating read/write locking patterns to allow concurrent reads - Only synchronizing when actually necessary for specialized operations  These changes should improve performance in multi-threaded environments while maintaining thread safety.
geoserver,geoserver,8372e1118ae8250b2f3dcf4b265c9f26c880d63b,https://github.com/geoserver/geoserver/commit/8372e1118ae8250b2f3dcf4b265c9f26c880d63b,[GEOS-11757] Optimize ConfigurationPasswordEncryptionHelper to Cache Encrypted Fields by Store Type  The `ConfigurationPasswordEncryptionHelper` class has been updated to improve performance by caching encrypted fields based on the StoreInfo type when the class cache is hit.  Previously  when a DataStoreInfo object lacked a type property  the method would repeatedly invoke `getCatalog().getResourcePool().getDataStoreFactory(info)`  causing unnecessary factory lookups and expensive serialization/deserialization operations within `ResourcePool`.  `decode(StoreInfo info)` has been updated to only call `securityManager.loadPasswordEncoders()` only when necessary. This makes a significant difference performance improvement when loading a large data directory  about 10% with the new DataDirectoryGeoServerLoader  and about 3% with DefaultGeoServerLoader.
geoserver,geoserver,1f86e8853e983479f47511dd403432b5462a820b,https://github.com/geoserver/geoserver/commit/1f86e8853e983479f47511dd403432b5462a820b,[GEOS-11758] datadir-catalog-loader: Improve reliability and code quality  Refactors the datadir-catalog-loader module in preparation for moving it to core:  - Avoid possible deadlocks in the main thread during startup due to spring holding a lock on the singletons registry. Force parsing Stores  Layers  and LayerGroups in the calling thread while loading the file contents in the ForkJoinPool. It is rather unpredictable when something deep inside XStreamReader will end up calling GeoServerExtensions.bean()/extensions(). - Make configuration parameters consistent with GeoServer naming conventions - Extend DefaultGeoServerLoader tapping into readCatalog() and readConfiguration()  hence fully sharing the loading workflow of the super classes. - Move from catalog to config package to follow gs-main's GeoServerLoader package naming - Use ForkJoinPool.ManagedBlocker to load file contents for better I/O parallelism - Replace test faker library with direct object creation - Replace weak reflection by the com.github.stefanbirkner:system-rules test dependency for environment variables related tests - Fix catalog resolution in StyleInfo  StoreInfo and ResourceInfo instances - Increase test coverage to +90%  This improves startup performance significantly for large catalogs  especially when using network filesystems like NFS.
geoserver,geoserver,1caac1c2a400938e56c88b91e1a8a1f80700cbb5,https://github.com/geoserver/geoserver/commit/1caac1c2a400938e56c88b91e1a8a1f80700cbb5,[GEOS-11580] Improve embedded GWC meta-tiling performance: review  QA  docs  GUI
geoserver,geoserver,2fbb244fbd8d5c6e7bc9fe06af41576e023c4cd6,https://github.com/geoserver/geoserver/commit/2fbb244fbd8d5c6e7bc9fe06af41576e023c4cd6,[GEOS-11580] Improve embedded GWC meta-tiling performance
knowm,XChange,3336c5434c3c97eafbd8b9a9b22a4b60770ed3b0,https://github.com/knowm/XChange/commit/3336c5434c3c97eafbd8b9a9b22a4b60770ed3b0,Merge pull request #4999 from ivelkov/develop  [Kraken] - Improve performance of checksum computation
knowm,XChange,efce27c9319fa22854e0b69e8477635faeba5e29,https://github.com/knowm/XChange/commit/efce27c9319fa22854e0b69e8477635faeba5e29,[Kraken] - Improve performance of checksum computation
jMonkeyEngine,jmonkeyengine,d080f5411d5fdcb3ecca80c025a2ed33ea06ef69,https://github.com/jMonkeyEngine/jmonkeyengine/commit/d080f5411d5fdcb3ecca80c025a2ed33ea06ef69,Refactor: Remove redundant checkAlError call for performance  removes the repeated call to the `checkAlError` method. The repeated string creation and the associated overhead of the error checking can negatively impact performance  especially in a frequently executed game loop. By removing this redundant check  we aim to improve overall performance and reduce garbage collection pressure.
